MARKET,TIMESTAMP,RULE_COMBO_LENGTH,RULE_TO_DISABLE,NUM_RECORDS_AUTOMATION_GAIN,TMP_BASIC_AUTO,TMP_BASIC_MANUAL,TMP_BASIC_GOOD,TMP_FINAL_AUTO,TMP_FINAL_MANUAL,TMP_FINAL_GOOD,TMP_CURRENT_DEMOGRAPHIC_SCORE_NUMERATOR,TMP_CURRENT_DEMOGRAPHIC_SCORE_DENOMINATOR,TMP_CURRENT_NETWORK_SCORE_NUMERATOR,TMP_CURRENT_NETWORK_SCORE_DENOMINATOR,TMP_DEMOGRAPHIC_NUMERATOR_AFTER_AUTOUPDATES,TMP_DEMOGRAPHIC_DENOMINATOR_AFTER_AUTOUPDATES,CURRENT_DEMOGRAPHIC_SCORE,CURRENT_NETWORK_SCORE,CURRENT_OVERALL_DIRECTORY_SCORE,DEMOGRAPHIC_SCORE_AFTER_AUTOUPDATES,OVERALL_DIRECTORY_SCORE_AFTER_AUTOUPDATES,TMP_ADDRESS_NUMERATOR_AFTER_AUTOUPDATES,TMP_ADDRESS_DENOMINATOR_AFTER_AUTOUPDATES,ADDRESS_DEMO_SCORE_AFTER_AUTOUPDATES,ADDRESS_OD_SCORE_AFTER_AUTOUPDATES,TMP_DEMOGRAPHIC_NUMERATOR_AFTER_MANUALUPDATES,TMP_DEMOGRAPHIC_DENOMINATOR_AFTER_MANUALUPDATES,DEMOGRAPHIC_SCORE_AFTER_MANUALUPDATES,OVERALL_DIRECTORY_SCORE_AFTER_MANUALUPDATES,DEMOGRAPHIC_SCORE_IMPROVEMENT_AFTER_MANUALUPDATES,OVERALL_DIRECTORY_SCORE_IMPROVEMENT_AFTER_MANUALUPDATES
CA,20240728,3,ISPCP_S|WORKER_COMP_NTWK_CHK_S|SPCLTY_CNT_S,6,238828,129624,136688,16172,238583,278639,1104820.8,1352439.0,7712896.0,7744717.0,1138804.4,1332531.0,81.691,99.5891,96.9283,85.4618,97.5152,1408516.2,1551666,90.7744,98.1179,1408501.8,1551648,90.7746,98.1179,2.0E-4,0.0
CA,20240728,6,NTWK_LOSS_S|NPI_NTWK_LOSS_S|BH_PGM_S|NTWK_LOSS_S|SPCLTY_CNT_S|NPI_NTWK_LOSS_S,2,238828,129624,136688,16172,238583,278639,1104820.8,1352439.0,7712896.0,7744717.0,1138804.4,1332531.0,81.691,99.5891,96.9283,85.4618,97.5152,1408516.2,1551666,90.7744,98.1179,1408511.4,1551660,90.7745,98.1179,1.0E-4,0.0
CA,20240728,4,NO_RENDERING_NPI_CLAIMS_S|NTWK_LOSS_S||WORKER_COMP_NTWK_CHK_S,3,238828,129624,136688,16172,238583,278639,1104820.8,1352439.0,7712896.0,7744717.0,1138804.4,1332531.0,81.691,99.5891,96.9283,85.4618,97.5152,1408516.2,1551666,90.7744,98.1179,1408509.0,1551657,90.7745,98.1179,1.0E-4,0.0
CA,20240728,5,WORKER_COMP_NTWK_CHK_S|PADRS_EFF_DT_S|NO_RENDERING_NPI_CLAIMS_S|SUPPRESS_HOSP_SPCLTY_S|NO_RENDERING_NPI_CLAIMS_S,1,238828,129624,136688,16172,238583,278639,1104820.8,1352439.0,7712896.0,7744717.0,1138804.4,1332531.0,81.691,99.5891,96.9283,85.4618,97.5152,1408516.2,1551666,90.7744,98.1179,1408513.8,1551663,90.7745,98.1179,1.0E-4,0.0
CA,20240728,5,RLTN_CNT_S|SUPPRESS_HOSP_SPCLTY_S|NO_RENDERING_NPI_CLAIMS_S|RLTN_CNT_S|SUPPRESS_HOSP_SPCLTY_S,3,238828,129624,136688,16172,238583,278639,1104820.8,1352439.0,7712896.0,7744717.0,1138804.4,1332531.0,81.691,99.5891,96.9283,85.4618,97.5152,1408516.2,1551666,90.7744,98.1179,1408509.0,1551657,90.7745,98.1179,1.0E-4,0.0
CA,20240728,5,WORKER_COMP_NTWK_CHK_S|PADRS_EFF_DT_S|OPT_VENDOR_S|WORKER_COMP_NTWK_CHK_S|PADRS_EFF_DT_S,2,238828,129624,136688,16172,238583,278639,1104820.8,1352439.0,7712896.0,7744717.0,1138804.4,1332531.0,81.691,99.5891,96.9283,85.4618,97.5152,1408516.2,1551666,90.7744,98.1179,1408511.4,1551660,90.7745,98.1179,1.0E-4,0.0
CA,20240728,4,RLTN_CNT_S|NO_RENDERING_NPI_CLAIMS_S|RLTN_CNT_S|WORKER_COMP_NTWK_CHK_S,1,238828,129624,136688,16172,238583,278639,1104820.8,1352439.0,7712896.0,7744717.0,1138804.4,1332531.0,81.691,99.5891,96.9283,85.4618,97.5152,1408516.2,1551666,90.7744,98.1179,1408513.8,1551663,90.7745,98.1179,1.0E-4,0.0
CA,20240728,8,RLTN_CNT_S|OPT_VENDOR_S|RLTN_CNT_S|OPT_VENDOR_S|SUPPRESS_HOSP_SPCLTY_S|RLTN_CNT_S|RLTN_CNT_S|SUPPRESS_HOSP_SPCLTY_S,1,238828,129624,136688,16172,238583,278639,1104820.8,1352439.0,7712896.0,7744717.0,1138804.4,1332531.0,81.691,99.5891,96.9283,85.4618,97.5152,1408516.2,1551666,90.7744,98.1179,1408513.8,1551663,90.7745,98.1179,1.0E-4,0.0
CA,20240728,3,ISPCP_S|WORKER_COMP_NTWK_CHK_S|BH_PGM_S,5,238828,129624,136688,16172,238583,278639,1104820.8,1352439.0,7712896.0,7744717.0,1138804.4,1332531.0,81.691,99.5891,96.9283,85.4618,97.5152,1408516.2,1551666,90.7744,98.1179,1408504.2,1551651,90.7745,98.1179,1.0E-4,0.0
CA,20240728,8,ISPCP_S|RLTN_CNT_S|WORKER_COMP_NTWK_CHK_S|RLTN_CNT_S|WORKER_COMP_NTWK_CHK_S|PADRS_EFF_DT_S|SUPPRESS_HOSP_SPCLTY_S|RLTN_CNT_S,1,238828,129624,136688,16172,238583,278639,1104820.8,1352439.0,7712896.0,7744717.0,1138804.4,1332531.0,81.691,99.5891,96.9283,85.4618,97.5152,1408516.2,1551666,90.7744,98.1179,1408513.8,1551663,90.7745,98.1179,1.0E-4,0.0
CA,20240728,5,R3NOTFOUND_S|SUPPRESS_HOSP_SPCLTY_S|OPT_VENDOR_S|R3NOTFOUND_S|SUPPRESS_HOSP_SPCLTY_S,1,238828,129624,136688,16172,238583,278639,1104820.8,1352439.0,7712896.0,7744717.0,1138804.4,1332531.0,81.691,99.5891,96.9283,85.4618,97.5152,1408516.2,1551666,90.7744,98.1179,1408513.8,1551663,90.7745,98.1179,1.0E-4,0.0
CA,20240728,6,NTWK_LOSS_S|NPI_NTWK_LOSS_S|NO_RENDERING_NPI_CLAIMS_S|NO_RENDERING_NPI_CLAIMS_S|OPT_VENDOR_S|OPT_VENDOR_S,1,238828,129624,136688,16172,238583,278639,1104820.8,1352439.0,7712896.0,7744717.0,1138804.4,1332531.0,81.691,99.5891,96.9283,85.4618,97.5152,1408516.2,1551666,90.7744,98.1179,1408513.8,1551663,90.7745,98.1179,1.0E-4,0.0
CA,20240728,7,RLTN_CNT_S|R3NOTFOUND_S|WORKER_COMP_NTWK_CHK_S|PADRS_EFF_DT_S|RLTN_CNT_S|R3NOTFOUND_S|WORKER_COMP_NTWK_CHK_S,4,238828,129624,136688,16172,238583,278639,1104820.8,1352439.0,7712896.0,7744717.0,1138804.4,1332531.0,81.691,99.5891,96.9283,85.4618,97.5152,1408516.2,1551666,90.7744,98.1179,1408506.6,1551654,90.7745,98.1179,1.0E-4,0.0
CA,20240728,4,BH_PGM_S|WORKER_COMP_NTWK_CHK_S|BH_PGM_S|RLTN_CNT_S,2,238828,129624,136688,16172,238583,278639,1104820.8,1352439.0,7712896.0,7744717.0,1138804.4,1332531.0,81.691,99.5891,96.9283,85.4618,97.5152,1408516.2,1551666,90.7744,98.1179,1408511.4,1551660,90.7745,98.1179,1.0E-4,0.0
CA,20240728,4,WORKER_COMP_NTWK_CHK_S|PADRS_EFF_DT_S|RLTN_CNT_S|WORKER_COMP_NTWK_CHK_S,1,238828,129624,136688,16172,238583,278639,1104820.8,1352439.0,7712896.0,7744717.0,1138804.4,1332531.0,81.691,99.5891,96.9283,85.4618,97.5152,1408516.2,1551666,90.7744,98.1179,1408513.8,1551663,90.7745,98.1179,1.0E-4,0.0
CA,20240728,3,NTWK_LOSS_S|BH_PGM_S|RLTN_CNT_S,3,238828,129624,136688,16172,238583,278639,1104820.8,1352439.0,7712896.0,7744717.0,1138804.4,1332531.0,81.691,99.5891,96.9283,85.4618,97.5152,1408516.2,1551666,90.7744,98.1179,1408509.0,1551657,90.7745,98.1179,1.0E-4,0.0
CA,20240728,7,ISPCP_S|WORKER_COMP_NTWK_CHK_S|ISPCP_S|BH_PGM_S||WORKER_COMP_NTWK_CHK_S|BH_PGM_S,1,238828,129624,136688,16172,238583,278639,1104820.8,1352439.0,7712896.0,7744717.0,1138804.4,1332531.0,81.691,99.5891,96.9283,85.4618,97.5152,1408516.2,1551666,90.7744,98.1179,1408513.8,1551663,90.7745,98.1179,1.0E-4,0.0
CA,20240728,5,R3NOTFOUND_S|WORKER_COMP_NTWK_CHK_S|PADRS_EFF_DT_S|R3NOTFOUND_S|WORKER_COMP_NTWK_CHK_S,2,238828,129624,136688,16172,238583,278639,1104820.8,1352439.0,7712896.0,7744717.0,1138804.4,1332531.0,81.691,99.5891,96.9283,85.4618,97.5152,1408516.2,1551666,90.7744,98.1179,1408511.4,1551660,90.7745,98.1179,1.0E-4,0.0
CA,20240728,3,NTWK_LOSS_S|NO_RENDERING_NPI_CLAIMS_S|RLTN_CNT_S,5,238828,129624,136688,16172,238583,278639,1104820.8,1352439.0,7712896.0,7744717.0,1138804.4,1332531.0,81.691,99.5891,96.9283,85.4618,97.5152,1408516.2,1551666,90.7744,98.1179,1408504.2,1551651,90.7745,98.1179,1.0E-4,0.0
CA,20240728,4,PADRS_EFF_DT_S|NO_RENDERING_NPI_CLAIMS_S||WORKER_COMP_NTWK_CHK_S,1,238828,129624,136688,16172,238583,278639,1104820.8,1352439.0,7712896.0,7744717.0,1138804.4,1332531.0,81.691,99.5891,96.9283,85.4618,97.5152,1408516.2,1551666,90.7744,98.1179,1408513.8,1551663,90.7745,98.1179,1.0E-4,0.0
CA,20240728,3,ISPCP_S|RLTN_CNT_S|SUPPRESS_HOSP_SPCLTY_S,1,238828,129624,136688,16172,238583,278639,1104820.8,1352439.0,7712896.0,7744717.0,1138804.4,1332531.0,81.691,99.5891,96.9283,85.4618,97.5152,1408516.2,1551666,90.7744,98.1179,1408513.8,1551663,90.7745,98.1179,1.0E-4,0.0
CA,20240728,5,WORKER_COMP_NTWK_CHK_S|PADRS_EFF_DT_S|ISPCP_S|NTWK_LOSS_S|WORKER_COMP_NTWK_CHK_S,1,238828,129624,136688,16172,238583,278639,1104820.8,1352439.0,7712896.0,7744717.0,1138804.4,1332531.0,81.691,99.5891,96.9283,85.4618,97.5152,1408516.2,1551666,90.7744,98.1179,1408513.8,1551663,90.7745,98.1179,1.0E-4,0.0
CA,20240728,3,ISPCP_S|WORKER_COMP_NTWK_CHK_S|LN_CRCTN_S,2,238828,129624,136688,16172,238583,278639,1104820.8,1352439.0,7712896.0,7744717.0,1138804.4,1332531.0,81.691,99.5891,96.9283,85.4618,97.5152,1408516.2,1551666,90.7744,98.1179,1408511.4,1551660,90.7745,98.1179,1.0E-4,0.0
CA,20240728,5,PADRS_EFF_DT_S|ISPCP_S|PADRS_EFF_DT_S|ISPCP_S|NTWK_LOSS_S,1,238828,129624,136688,16172,238583,278639,1104820.8,1352439.0,7712896.0,7744717.0,1138804.4,1332531.0,81.691,99.5891,96.9283,85.4618,97.5152,1408516.2,1551666,90.7744,98.1179,1408513.8,1551663,90.7745,98.1179,1.0E-4,0.0
CA,20240728,8,ISPCP_S|WORKER_COMP_NTWK_CHK_S|BH_PGM_S|ISPCP_S|BH_PGM_S|ISPCP_S|RLTN_CNT_S|BH_PGM_S,1,238828,129624,136688,16172,238583,278639,1104820.8,1352439.0,7712896.0,7744717.0,1138804.4,1332531.0,81.691,99.5891,96.9283,85.4618,97.5152,1408516.2,1551666,90.7744,98.1179,1408513.8,1551663,90.7745,98.1179,1.0E-4,0.0
CA,20240728,5,RLTN_CNT_S|WORKER_COMP_NTWK_CHK_S|RLTN_CNT_S|WORKER_COMP_NTWK_CHK_S|BH_PGM_S,1,238828,129624,136688,16172,238583,278639,1104820.8,1352439.0,7712896.0,7744717.0,1138804.4,1332531.0,81.691,99.5891,96.9283,85.4618,97.5152,1408516.2,1551666,90.7744,98.1179,1408513.8,1551663,90.7745,98.1179,1.0E-4,0.0
CA,20240728,4,PADRS_EFF_DT_S||SPCLTY_CNT_S|WORKER_COMP_NTWK_CHK_S,1,238828,129624,136688,16172,238583,278639,1104820.8,1352439.0,7712896.0,7744717.0,1138804.4,1332531.0,81.691,99.5891,96.9283,85.4618,97.5152,1408516.2,1551666,90.7744,98.1179,1408513.8,1551663,90.7745,98.1179,1.0E-4,0.0
CA,20240728,6,ISPCP_S|BH_PGM_S|ISPCP_S|ISPCP_S|RLTN_CNT_S|BH_PGM_S,1,238828,129624,136688,16172,238583,278639,1104820.8,1352439.0,7712896.0,7744717.0,1138804.4,1332531.0,81.691,99.5891,96.9283,85.4618,97.5152,1408516.2,1551666,90.7744,98.1179,1408513.8,1551663,90.7745,98.1179,1.0E-4,0.0
CA,20240728,7,NTWK_LOSS_S|NPI_NTWK_LOSS_S|RLTN_CNT_S|WORKER_COMP_NTWK_CHK_S|NTWK_LOSS_S||WORKER_COMP_NTWK_CHK_S,1,238828,129624,136688,16172,238583,278639,1104820.8,1352439.0,7712896.0,7744717.0,1138804.4,1332531.0,81.691,99.5891,96.9283,85.4618,97.5152,1408516.2,1551666,90.7744,98.1179,1408513.8,1551663,90.7745,98.1179,1.0E-4,0.0
CA,20240728,8,NO_RENDERING_NPI_CLAIMS_S|RLTN_CNT_S|OPT_VENDOR_S|WORKER_COMP_NTWK_CHK_S|RLTN_CNT_S|OPT_VENDOR_S|WORKER_COMP_NTWK_CHK_S|PADRS_EFF_DT_S,1,238828,129624,136688,16172,238583,278639,1104820.8,1352439.0,7712896.0,7744717.0,1138804.4,1332531.0,81.691,99.5891,96.9283,85.4618,97.5152,1408516.2,1551666,90.7744,98.1179,1408513.8,1551663,90.7745,98.1179,1.0E-4,0.0
CA,20240728,6,OPT_VENDOR_S|RLTN_CNT_S|OPT_VENDOR_S|WORKER_COMP_NTWK_CHK_S|OPT_VENDOR_S|WORKER_COMP_NTWK_CHK_S,1,238828,129624,136688,16172,238583,278639,1104820.8,1352439.0,7712896.0,7744717.0,1138804.4,1332531.0,81.691,99.5891,96.9283,85.4618,97.5152,1408516.2,1551666,90.7744,98.1179,1408513.8,1551663,90.7745,98.1179,1.0E-4,0.0
CA,20240728,8,R3NOTFOUND_S|RLTN_CNT_S|R3NOTFOUND_S|WORKER_COMP_NTWK_CHK_S|R3NOTFOUND_S|WORKER_COMP_NTWK_CHK_S|RLTN_CNT_S|R3NOTFOUND_S,1,238828,129624,136688,16172,238583,278639,1104820.8,1352439.0,7712896.0,7744717.0,1138804.4,1332531.0,81.691,99.5891,96.9283,85.4618,97.5152,1408516.2,1551666,90.7744,98.1179,1408513.8,1551663,90.7745,98.1179,1.0E-4,0.0
CA,20240728,4,RLTN_CNT_S|OPT_VENDOR_S|OPT_VENDOR_S|PADRS_EFF_DT_S,2,238828,129624,136688,16172,238583,278639,1104820.8,1352439.0,7712896.0,7744717.0,1138804.4,1332531.0,81.691,99.5891,96.9283,85.4618,97.5152,1408516.2,1551666,90.7744,98.1179,1408511.4,1551660,90.7745,98.1179,1.0E-4,0.0
CA,20240728,7,WORKER_COMP_NTWK_CHK_S|BH_PGM_S|PADRS_EFF_DT_S|SUPPRESS_HOSP_SPCLTY_S|BH_PGM_S|SUPPRESS_HOSP_SPCLTY_S|SUPPRESS_HOSP_SPCLTY_S,1,238828,129624,136688,16172,238583,278639,1104820.8,1352439.0,7712896.0,7744717.0,1138804.4,1332531.0,81.691,99.5891,96.9283,85.4618,97.5152,1408516.2,1551666,90.7744,98.1179,1408513.8,1551663,90.7745,98.1179,1.0E-4,0.0
CA,20240728,6,ISPCP_S|NO_RENDERING_NPI_CLAIMS_S|PADRS_EFF_DT_S|NO_RENDERING_NPI_CLAIMS_S|ISPCP_S|PADRS_EFF_DT_S,1,238828,129624,136688,16172,238583,278639,1104820.8,1352439.0,7712896.0,7744717.0,1138804.4,1332531.0,81.691,99.5891,96.9283,85.4618,97.5152,1408516.2,1551666,90.7744,98.1179,1408513.8,1551663,90.7745,98.1179,1.0E-4,0.0
CA,20240728,5,NTWK_LOSS_S|NPI_NTWK_LOSS_S|NTWK_LOSS_S|NO_RENDERING_NPI_CLAIMS_S|WORKER_COMP_NTWK_CHK_S,1,238828,129624,136688,16172,238583,278639,1104820.8,1352439.0,7712896.0,7744717.0,1138804.4,1332531.0,81.691,99.5891,96.9283,85.4618,97.5152,1408516.2,1551666,90.7744,98.1179,1408513.8,1551663,90.7745,98.1179,1.0E-4,0.0
CA,20240728,3,NO_RENDERING_NPI_CLAIMS_S|ISPCP_S|PADRS_EFF_DT_S,1,238828,129624,136688,16172,238583,278639,1104820.8,1352439.0,7712896.0,7744717.0,1138804.4,1332531.0,81.691,99.5891,96.9283,85.4618,97.5152,1408516.2,1551666,90.7744,98.1179,1408513.8,1551663,90.7745,98.1179,1.0E-4,0.0
CA,20240728,5,OPT_VENDOR_S|R3NOTFOUND_S|WORKER_COMP_NTWK_CHK_S|OPT_VENDOR_S|R3NOTFOUND_S,1,238828,129624,136688,16172,238583,278639,1104820.8,1352439.0,7712896.0,7744717.0,1138804.4,1332531.0,81.691,99.5891,96.9283,85.4618,97.5152,1408516.2,1551666,90.7744,98.1179,1408513.8,1551663,90.7745,98.1179,1.0E-4,0.0
CA,20240728,7,NTWK_LOSS_S|NPI_NTWK_LOSS_S|NTWK_LOSS_S|SPCLTY_CNT_S|NPI_NTWK_LOSS_S|WORKER_COMP_NTWK_CHK_S|BH_PGM_S,1,238828,129624,136688,16172,238583,278639,1104820.8,1352439.0,7712896.0,7744717.0,1138804.4,1332531.0,81.691,99.5891,96.9283,85.4618,97.5152,1408516.2,1551666,90.7744,98.1179,1408513.8,1551663,90.7745,98.1179,1.0E-4,0.0
CA,20240728,6,PADRS_EFF_DT_S|NTWK_LOSS_S|SPCLTY_CNT_S|NTWK_LOSS_S||SPCLTY_CNT_S,1,238828,129624,136688,16172,238583,278639,1104820.8,1352439.0,7712896.0,7744717.0,1138804.4,1332531.0,81.691,99.5891,96.9283,85.4618,97.5152,1408516.2,1551666,90.7744,98.1179,1408513.8,1551663,90.7745,98.1179,1.0E-4,0.0
CA,20240728,7,WORKER_COMP_NTWK_CHK_S|BH_PGM_S|SUPPRESS_HOSP_SPCLTY_S|BH_PGM_S|RLTN_CNT_S|BH_PGM_S|SUPPRESS_HOSP_SPCLTY_S,1,238828,129624,136688,16172,238583,278639,1104820.8,1352439.0,7712896.0,7744717.0,1138804.4,1332531.0,81.691,99.5891,96.9283,85.4618,97.5152,1408516.2,1551666,90.7744,98.1179,1408513.8,1551663,90.7745,98.1179,1.0E-4,0.0
CA,20240728,4,OPT_VENDOR_S|R3NOTFOUND_S|BH_PGM_S|PADRS_EFF_DT_S,1,238828,129624,136688,16172,238583,278639,1104820.8,1352439.0,7712896.0,7744717.0,1138804.4,1332531.0,81.691,99.5891,96.9283,85.4618,97.5152,1408516.2,1551666,90.7744,98.1179,1408513.8,1551663,90.7745,98.1179,1.0E-4,0.0
CA,20240728,6,ISPCP_S|NTWK_LOSS_S|NPI_NTWK_LOSS_S|RLTN_CNT_S||WORKER_COMP_NTWK_CHK_S,1,238828,129624,136688,16172,238583,278639,1104820.8,1352439.0,7712896.0,7744717.0,1138804.4,1332531.0,81.691,99.5891,96.9283,85.4618,97.5152,1408516.2,1551666,90.7744,98.1179,1408513.8,1551663,90.7745,98.1179,1.0E-4,0.0
CA,20240728,7,R3NOTFOUND_S|WORKER_COMP_NTWK_CHK_S|PADRS_EFF_DT_S|SUPPRESS_HOSP_SPCLTY_S|R3NOTFOUND_S|WORKER_COMP_NTWK_CHK_S|SUPPRESS_HOSP_SPCLTY_S,9,238828,129624,136688,16172,238583,278639,1104820.8,1352439.0,7712896.0,7744717.0,1138804.4,1332531.0,81.691,99.5891,96.9283,85.4618,97.5152,1408516.2,1551666,90.7744,98.1179,1408494.6,1551639,90.7746,98.1179,2.0E-4,0.0
CA,20240728,2,RLTN_CNT_S|R3NOTFOUND_S,2047,238828,129624,136688,16172,238583,278639,1104820.8,1352439.0,7712896.0,7744717.0,1138804.4,1332531.0,81.691,99.5891,96.9283,85.4618,97.5152,1408516.2,1551666,90.7744,98.1179,1403603.4,1545525,90.8173,98.1298,0.0429,0.0119
CA,20240728,5,NO_RENDERING_NPI_CLAIMS_S|RLTN_CNT_S|OPT_VENDOR_S|WORKER_COMP_NTWK_CHK_S|PADRS_EFF_DT_S,4,238828,129624,136688,16172,238583,278639,1104820.8,1352439.0,7712896.0,7744717.0,1138804.4,1332531.0,81.691,99.5891,96.9283,85.4618,97.5152,1408516.2,1551666,90.7744,98.1179,1408506.6,1551654,90.7745,98.1179,1.0E-4,0.0
CA,20240728,6,RLTN_CNT_S|WORKER_COMP_NTWK_CHK_S|BH_PGM_S|RLTN_CNT_S|RLTN_CNT_S|BH_PGM_S,6,238828,129624,136688,16172,238583,278639,1104820.8,1352439.0,7712896.0,7744717.0,1138804.4,1332531.0,81.691,99.5891,96.9283,85.4618,97.5152,1408516.2,1551666,90.7744,98.1179,1408501.8,1551648,90.7746,98.1179,2.0E-4,0.0
CA,20240728,2,ISPCP_S|R3NOTFOUND_S,111,238828,129624,136688,16172,238583,278639,1104820.8,1352439.0,7712896.0,7744717.0,1138804.4,1332531.0,81.691,99.5891,96.9283,85.4618,97.5152,1408516.2,1551666,90.7744,98.1179,1408249.8,1551333,90.7768,98.1185,0.0024,6.0E-4
CA,20240728,3,ISPCP_S|WORKER_COMP_NTWK_CHK_S|NTWK_LOSS_S,215,238828,129624,136688,16172,238583,278639,1104820.8,1352439.0,7712896.0,7744717.0,1138804.4,1332531.0,81.691,99.5891,96.9283,85.4618,97.5152,1408516.2,1551666,90.7744,98.1179,1408000.2,1551021,90.7789,98.1191,0.0045,0.0012
CA,20240728,5,R3NOTFOUND_S|SUPPRESS_HOSP_SPCLTY_S|R3NOTFOUND_S|WORKER_COMP_NTWK_CHK_S|SUPPRESS_HOSP_SPCLTY_S,128,238828,129624,136688,16172,238583,278639,1104820.8,1352439.0,7712896.0,7744717.0,1138804.4,1332531.0,81.691,99.5891,96.9283,85.4618,97.5152,1408516.2,1551666,90.7744,98.1179,1408209.0,1551282,90.7771,98.1186,0.0027,7.0E-4
CA,20240728,3,NTWK_LOSS_S||OPT_VENDOR_S,17,238828,129624,136688,16172,238583,278639,1104820.8,1352439.0,7712896.0,7744717.0,1138804.4,1332531.0,81.691,99.5891,96.9283,85.4618,97.5152,1408516.2,1551666,90.7744,98.1179,1408475.4,1551615,90.7748,98.118,4.0E-4,1.0E-4
CA,20240728,1,BH_PGM_S,260,238828,129624,136688,16172,238583,278639,1104820.8,1352439.0,7712896.0,7744717.0,1138804.4,1332531.0,81.691,99.5891,96.9283,85.4618,97.5152,1408516.2,1551666,90.7744,98.1179,1407892.2,1550886,90.7799,98.1194,0.0055,0.0015
CA,20240728,3,WORKER_COMP_NTWK_CHK_S|SUPPRESS_HOSP_SPCLTY_S|SUPPRESS_HOSP_SPCLTY_S,512,238828,129624,136688,16172,238583,278639,1104820.8,1352439.0,7712896.0,7744717.0,1138804.4,1332531.0,81.691,99.5891,96.9283,85.4618,97.5152,1408516.2,1551666,90.7744,98.1179,1407287.4,1550130,90.7851,98.1209,0.0107,0.003
CA,20240728,3,OPT_VENDOR_S|R3NOTFOUND_S|PADRS_EFF_DT_S,18,238828,129624,136688,16172,238583,278639,1104820.8,1352439.0,7712896.0,7744717.0,1138804.4,1332531.0,81.691,99.5891,96.9283,85.4618,97.5152,1408516.2,1551666,90.7744,98.1179,1408473.0,1551612,90.7748,98.118,4.0E-4,1.0E-4
CA,20240728,4,WORKER_COMP_NTWK_CHK_S|SUPPRESS_HOSP_SPCLTY_S||SUPPRESS_HOSP_SPCLTY_S,4,238828,129624,136688,16172,238583,278639,1104820.8,1352439.0,7712896.0,7744717.0,1138804.4,1332531.0,81.691,99.5891,96.9283,85.4618,97.5152,1408516.2,1551666,90.7744,98.1179,1408506.6,1551654,90.7745,98.1179,1.0E-4,0.0
CA,20240728,6,ISPCP_S|PADRS_EFF_DT_S|ISPCP_S|NO_RENDERING_NPI_CLAIMS_S|ISPCP_S|NTWK_LOSS_S,1,238828,129624,136688,16172,238583,278639,1104820.8,1352439.0,7712896.0,7744717.0,1138804.4,1332531.0,81.691,99.5891,96.9283,85.4618,97.5152,1408516.2,1551666,90.7744,98.1179,1408513.8,1551663,90.7745,98.1179,1.0E-4,0.0
CA,20240728,3,OPT_VENDOR_S|SUPPRESS_HOSP_SPCLTY_S|SUPPRESS_HOSP_SPCLTY_S,1,238828,129624,136688,16172,238583,278639,1104820.8,1352439.0,7712896.0,7744717.0,1138804.4,1332531.0,81.691,99.5891,96.9283,85.4618,97.5152,1408516.2,1551666,90.7744,98.1179,1408513.8,1551663,90.7745,98.1179,1.0E-4,0.0
CA,20240728,5,WORKER_COMP_NTWK_CHK_S|PADRS_EFF_DT_S|ISPCP_S|NTWK_LOSS_S|NPI_NTWK_LOSS_S,6,238828,129624,136688,16172,238583,278639,1104820.8,1352439.0,7712896.0,7744717.0,1138804.4,1332531.0,81.691,99.5891,96.9283,85.4618,97.5152,1408516.2,1551666,90.7744,98.1179,1408501.8,1551648,90.7746,98.1179,2.0E-4,0.0
CA,20240728,5,RLTN_CNT_S|OPT_VENDOR_S|R3NOTFOUND_S|WORKER_COMP_NTWK_CHK_S|PADRS_EFF_DT_S,6,238828,129624,136688,16172,238583,278639,1104820.8,1352439.0,7712896.0,7744717.0,1138804.4,1332531.0,81.691,99.5891,96.9283,85.4618,97.5152,1408516.2,1551666,90.7744,98.1179,1408501.8,1551648,90.7746,98.1179,2.0E-4,0.0
CA,20240728,3,R3NOTFOUND_S|PADRS_EFF_DT_S|LN_CRCTN_S,1,238828,129624,136688,16172,238583,278639,1104820.8,1352439.0,7712896.0,7744717.0,1138804.4,1332531.0,81.691,99.5891,96.9283,85.4618,97.5152,1408516.2,1551666,90.7744,98.1179,1408513.8,1551663,90.7745,98.1179,1.0E-4,0.0
CA,20240728,7,ISPCP_S|PADRS_EFF_DT_S|ISPCP_S|NTWK_LOSS_S|RLTN_CNT_S|ISPCP_S|RLTN_CNT_S,1,238828,129624,136688,16172,238583,278639,1104820.8,1352439.0,7712896.0,7744717.0,1138804.4,1332531.0,81.691,99.5891,96.9283,85.4618,97.5152,1408516.2,1551666,90.7744,98.1179,1408513.8,1551663,90.7745,98.1179,1.0E-4,0.0
CA,20240728,4,SUPPRESS_HOSP_SPCLTY_S|RLTN_CNT_S|WORKER_COMP_NTWK_CHK_S|SUPPRESS_HOSP_SPCLTY_S,9,238828,129624,136688,16172,238583,278639,1104820.8,1352439.0,7712896.0,7744717.0,1138804.4,1332531.0,81.691,99.5891,96.9283,85.4618,97.5152,1408516.2,1551666,90.7744,98.1179,1408494.6,1551639,90.7746,98.1179,2.0E-4,0.0
CA,20240728,3,NO_RENDERING_NPI_CLAIMS_S|R3NOTFOUND_S|SUPPRESS_HOSP_SPCLTY_S,4,238828,129624,136688,16172,238583,278639,1104820.8,1352439.0,7712896.0,7744717.0,1138804.4,1332531.0,81.691,99.5891,96.9283,85.4618,97.5152,1408516.2,1551666,90.7744,98.1179,1408506.6,1551654,90.7745,98.1179,1.0E-4,0.0
